Age,Bodymass,Height,Education,Martial_Status,Occupation,Race,Sex,Hours_per_week,Country,Target
44,88.58,146.88, 5th-6th, Married-civ-spouse, Other-service, White, Male,40.0, Puerto-Rico, <=50K.
54,80.46,151.67, Masters, Married-civ-spouse, Adm-clerical, White, Male,40.0, United-States, <=50K.
42,115.41,155.47, Bachelors, Never-married, Exec-managerial, White, Female,50.0, United-States, <=50K.
19,70.68,140.41, HS-grad, Never-married, Other-service, White, Female,35.0, United-States, <=50K.
31,89.41,156.96, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male,40.0, United-States, <=50K.
34,109.73,165.91, Bachelors, Never-married, Adm-clerical, White, Female,20.0, United-States, <=50K.
27,90.52,164.17, HS-grad, Married-civ-spouse, Transport-moving, White, Male,50.0, United-States, <=50K.
44,108.77,178.17, Bachelors, Married-civ-spouse, Sales, White, Male,40.0, United-States, >50K.
35,90.58,175.73, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male,42.0, United-States, >50K.
46,103.29,186.67, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40.0, United-States, >50K.
30,51.66,178.82, Some-college, Married-civ-spouse, Sales, White, Male,40.0, United-States, >50K.
63,73.08,155.49, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40.0, United-States, >50K.
37,88.68,154.41, Bachelors, Married-civ-spouse, Exec-managerial, Black, Male,40.0, United-States, >50K.
58,57.16,133.48, 5th-6th, Widowed, Other-service, White, Female,70.0, Mexico, <=50K.
48,69.56,154.67, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,70.0, United-States, >50K.
30,83.63,167.45, 10th, Never-married, Machine-op-inspct, White, Male,50.0, United-States, <=50K.
45,73.81,146.18, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, >50K.
63,74.1,145.32, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,50.0, United-States, <=50K.
53,48.69,141.3, Prof-school, Never-married, Adm-clerical, White, Male,40.0, United-States, >50K.
42,105.72,142.81, HS-grad, Separated, Machine-op-inspct, White, Female,40.0, United-States, <=50K.
31,104.82,145.85, Bachelors, Married-civ-spouse, Prof-specialty, White, Female,40.0, United-States, >50K.
32,107.15,139.54, Masters, Never-married, Prof-specialty, Black, Male,40.0, United-States, <=50K.
27,87.98,155.71, Some-college, Never-married, Adm-clerical, White, Female,40.0,, <=50K.
60,115.97,149.32, HS-grad, Married-spouse-absent, Craft-repair, White, Male,40.0, United-States, <=50K.
24,92.21,173.24, HS-grad, Married-civ-spouse,, White, Male,40.0, United-States, <=50K.
37,67.02,167.01, Bachelors, Never-married, Prof-specialty, White, Female,20.0, United-States, <=50K.
34,105.74,138.95, HS-grad, Separated, Adm-clerical, White, Female,32.0, United-States, <=50K.
40,56.51,174.32, Bachelors, Divorced, Prof-specialty, White, Female,35.0, United-States, <=50K.
19,45.64,150.39, Some-college, Never-married, Adm-clerical, White, Female,40.0, United-States, <=50K.
21,103.76,185.27, Some-college, Never-married, Adm-clerical, White, Female,40.0, United-States, <=50K.
36,52.59,187.82, HS-grad, Never-married, Adm-clerical, White, Female,40.0, United-States, <=50K.
46,100.29,138.56, Bachelors, Married-civ-spouse, Machine-op-inspct, White, Male,40.0, Peru, <=50K.
51,66.68,144.88, Some-college, Married-civ-spouse, Exec-managerial, White, Male,55.0, United-States, >50K.
27,87.66,153.58, HS-grad, Separated, Craft-repair, White, Male,40.0, United-States, <=50K.
50,46.59,147.96, Some-college, Married-civ-spouse, Protective-serv, White, Male,56.0, United-States, >50K.
31,59.87,161.58, Some-college, Never-married, Adm-clerical, White, Female,40.0, United-States, <=50K.
34,85.4,192.91, HS-grad, Divorced, Craft-repair, White, Male,40.0, United-States, <=50K.
32,89.91,167.6, 12th, Married-civ-spouse, Other-service, White, Female,40.0, United-States, <=50K.
41,52.83,149.67, Some-college, Divorced, Other-service, White, Male,12.0, United-States, <=50K.
54,79.74,133.72, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40.0, United-States, >50K.
34,105.41,169.86, Bachelors, Never-married, Sales, White, Female,41.0, United-States, <=50K.
28,77.03,144.12, Bachelors, Married-civ-spouse, Craft-repair, White, Male,50.0, United-States, <=50K.
17,47.96,152.93, 11th, Never-married, Other-service, White, Female,13.0, United-States, <=50K.
22,50.5,176.8, 11th, Never-married, Farming-fishing, White, Male,40.0, United-States, <=50K.
47,73.73,186.17, 5th-6th, Married-civ-spouse, Transport-moving, White, Female,40.0, Mexico, >50K.
34,45.69,172.8, HS-grad, Married-spouse-absent, Other-service, White, Female,35.0, El-Salvador, <=50K.
45,67.52,161.4, Assoc-voc, Married-civ-spouse, Farming-fishing, White, Male,60.0, United-States, <=50K.
58,91.54,134.48, HS-grad, Never-married, Adm-clerical, Amer-Indian-Eskimo, Male,40.0, United-States, <=50K.
75,60.65,144.69, HS-grad, Widowed,, White, Female,16.0, United-States, <=50K.
18,56.48,132.49, 11th, Never-married,, White, Female,15.0, United-States, <=50K.
45,109.61,191.09, Some-college, Divorced, Adm-clerical, Black, Male,40.0, United-States, <=50K.
32,90.95,172.15, HS-grad, Married-civ-spouse, Other-service, White, Female,40.0, United-States, <=50K.
34,102.37,191.78, Some-college, Married-civ-spouse, Other-service, White, Male,63.0, United-States, <=50K.
34,86.86,158.98, Some-college, Divorced, Transport-moving, White, Male,66.0, United-States, <=50K.
49,64.8,179.48, HS-grad, Divorced, Exec-managerial, White, Female,40.0, United-States, <=50K.
18,78.33,179.33, 10th, Never-married, Craft-repair, Black, Male,40.0, United-States, <=50K.
41,95.75,169.93, Some-college, Married-civ-spouse,, White, Male,40.0, United-States, <=50K.
41,111.25,156.96, HS-grad, Divorced, Machine-op-inspct, White, Female,45.0, United-States, <=50K.
30,69.29,189.23, HS-grad, Never-married, Other-service, White, Female,40.0, United-States, <=50K.
17,100.42,172.22, 11th, Never-married, Other-service, White, Female,20.0, United-States, <=50K.
58,77.64,151.76, HS-grad, Married-civ-spouse,, White, Male,80.0, United-States, <=50K.
19,90.72,151.93, Some-college, Never-married,, White, Male,40.0, United-States, <=50K.
35,81.65,176.96, HS-grad, Never-married, Craft-repair, White, Male,50.0, United-States, <=50K.
44,112.8,144.54, Bachelors, Married-civ-spouse, Prof-specialty, Black, Female,36.0, United-States, >50K.
28,90.63,183.25, Bachelors, Never-married, Tech-support, White, Male,40.0, United-States, <=50K.
42,49.14,165.36, Some-college, Married-civ-spouse, Adm-clerical, White, Male,40.0, United-States, <=50K.
45,56.23,184.49, Some-college, Never-married, Exec-managerial, White, Male,45.0, United-States, <=50K.
25,101.88,134.51, HS-grad, Never-married,, White, Male,40.0, United-States, <=50K.
40,66.95,175.32, HS-grad, Divorced, Machine-op-inspct, White, Male,40.0, United-States, <=50K.
20,65.86,147.48, Some-college, Never-married, Handlers-cleaners, White, Male,20.0, United-States, <=50K.
27,72.85,141.84, Some-college, Never-married, Exec-managerial, White, Female,40.0, United-States, <=50K.
59,103.81,133.61, 12th, Widowed, Machine-op-inspct, White, Female,48.0, United-States, <=50K.
18,94.11,137.13, Some-college, Never-married, Other-service, White, Female,20.0, United-States, <=50K.
27,107.22,138.56, HS-grad, Married-civ-spouse, Other-service, White, Female,35.0, United-States, <=50K.
47,60.63,134.15, HS-grad, Divorced, Transport-moving, White, Male,70.0, United-States, <=50K.
67,86.65,143.02, Bachelors, Married-civ-spouse, Transport-moving, White, Male,24.0, United-States, >50K.
33,69.54,167.54, 9th, Never-married, Other-service, White, Female,44.0, United-States, <=50K.
63,93.49,160.44, Some-college, Divorced, Other-service, White, Female,30.0, United-States, <=50K.
40,56.26,190.72, Masters, Married-civ-spouse, Sales, White, Male,40.0, United-States, <=50K.
30,63.34,160.1, Prof-school, Never-married, Prof-specialty, White, Male,40.0, United-States, <=50K.
28,66.15,174.1, Some-college, Married-civ-spouse, Adm-clerical, White, Male,40.0, United-States, <=50K.
28,95.92,173.12, 7th-8th, Never-married, Craft-repair, White, Male,40.0, United-States, <=50K.
49,58.84,148.21, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male,35.0, Germany, <=50K.
20,67.03,137.51, Some-college, Never-married, Sales, White, Female,25.0, United-States, <=50K.
49,101.55,189.06, Some-college, Married-civ-spouse, Adm-clerical, White, Male,41.0, United-States, >50K.
18,53.08,134.18, 11th, Never-married, Craft-repair, White, Male,40.0, United-States, <=50K.
28,89.05,150.85, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
45,98.6,187.4, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,37.0, United-States, <=50K.
57,72.91,147.11, 9th, Married-civ-spouse, Other-service, White, Female,38.0, United-States, <=50K.
35,99.27,139.65, Bachelors, Married-civ-spouse, Sales, White, Male,65.0, United-States, >50K.
66,105.44,157.24, HS-grad, Married-civ-spouse, Transport-moving, White, Male,16.0, United-States, <=50K.
47,65.74,144.76, Bachelors, Divorced, Prof-specialty, White, Female,35.0, United-States, >50K.
57,68.88,159.43, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40.0, United-States, >50K.
25,72.77,183.03, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,48.0, United-States, <=50K.
35,77.8,168.87, Some-college, Divorced, Machine-op-inspct, White, Male,40.0, United-States, <=50K.
23,92.42,179.49, Bachelors, Never-married, Prof-specialty, White, Male,40.0, United-States, <=50K.
29,115.6,148.26, Some-college, Never-married, Sales, White, Male,40.0, United-States, <=50K.
18,62.63,187.24, Some-college, Never-married, Adm-clerical, White, Female,40.0, United-States, <=50K.
23,93.94,168.37, Some-college, Never-married, Other-service, White, Male,40.0, United-States, <=50K.
22,101.38,150.18, Assoc-voc, Never-married, Sales, White, Female,37.0, United-States, <=50K.
30,54.95,132.81, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
26,89.58,171.94, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Female,40.0, United-States, >50K.
52,45.04,136.19, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male,40.0, United-States, >50K.
30,107.25,163.42, HS-grad, Never-married, Craft-repair, White, Male,38.0, United-States, <=50K.
36,95.3,153.49, HS-grad, Never-married, Other-service, White, Male,30.0, United-States, <=50K.
34,111.28,179.39, HS-grad, Divorced, Machine-op-inspct, White, Female,40.0,, <=50K.
59,60.17,176.98, HS-grad, Married-civ-spouse,, White, Male,40.0, United-States, <=50K.
26,98.6,156.21, Bachelors, Never-married, Sales, White, Male,10.0, Guatemala, <=50K.
22,72.4,158.62, Some-college, Never-married, Other-service, Asian-Pac-Islander, Male,24.0, United-States, <=50K.
47,78.55,145.32, HS-grad, Married-civ-spouse, Craft-repair, White, Male,45.0, United-States, <=50K.
65,70.55,139.54, HS-grad, Widowed, Other-service, White, Female,50.0, United-States, <=50K.
50,59.13,148.89, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40.0, United-States, >50K.
50,47.19,160.6, Some-college, Married-civ-spouse, Protective-serv, White, Male,40.0, United-States, >50K.
29,56.03,185.74, HS-grad, Married-civ-spouse, Craft-repair, White, Male,50.0, United-States, >50K.
58,112.03,169.7, HS-grad, Divorced, Machine-op-inspct, White, Male,20.0, United-States, <=50K.
56,71.85,155.85, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,45.0, United-States, <=50K.
22,115.45,135.57, HS-grad, Married-civ-spouse, Transport-moving, White, Male,60.0, United-States, <=50K.
34,56.11,137.21, HS-grad, Married-civ-spouse, Transport-moving, White, Male,80.0, United-States, <=50K.
45,84.2,159.46, Bachelors, Married-civ-spouse, Sales, White, Male,40.0, United-States, >50K.
30,85.9,160.8, HS-grad, Divorced, Exec-managerial, White, Female,40.0, United-States, <=50K.
40,105.09,167.03, Some-college, Married-civ-spouse, Exec-managerial, White, Female,45.0, United-States, >50K.
52,48.22,142.24, HS-grad, Widowed, Other-service, White, Female,20.0, United-States, <=50K.
44,115.86,187.47, Bachelors, Married-civ-spouse, Sales, White, Male,45.0, United-States, <=50K.
44,64.78,154.94, HS-grad, Never-married, Other-service, White, Male,20.0, Portugal, <=50K.
27,72.6,191.83, Bachelors, Separated, Exec-managerial, White, Female,60.0, United-States, <=50K.
24,48.83,185.77, HS-grad, Never-married, Craft-repair, White, Male,44.0, United-States, <=50K.
28,52.78,177.31, Bachelors, Never-married, Exec-managerial, White, Female,45.0, United-States, <=50K.
40,79.74,145.22, Bachelors, Married-civ-spouse, Sales, White, Female,72.0,, >50K.
67,108.09,132.9, Some-college, Married-civ-spouse,, White, Male,40.0, United-States, >50K.
49,61.81,151.46, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40.0, United-States, >50K.
36,66.21,175.52, Some-college, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
17,102.69,140.41, 10th, Never-married, Farming-fishing, White, Male,40.0, United-States, <=50K.
51,93.11,162.23, HS-grad, Divorced, Exec-managerial, White, Female,60.0, United-States, >50K.
72,61.6,173.84, Masters, Married-civ-spouse, Craft-repair, White, Male,30.0, United-States, <=50K.
21,99.1,180.56, HS-grad, Never-married,, White, Male,20.0, United-States, <=50K.
59,72.16,151.71, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male,40.0, United-States, <=50K.
32,62.37,168.15, Bachelors, Never-married, Prof-specialty, White, Male,40.0, United-States, <=50K.
21,83.75,164.71, HS-grad, Never-married, Machine-op-inspct, White, Male,50.0, United-States, <=50K.
29,50.97,172.7, HS-grad, Never-married, Other-service, Black, Female,40.0, United-States, <=50K.
29,55.18,145.66, 11th, Married-civ-spouse, Craft-repair, White, Male,44.0, United-States, <=50K.
59,105.59,190.69, HS-grad, Married-civ-spouse, Protective-serv, White, Male,40.0, United-States, >50K.
23,72.18,173.44, Some-college, Married-civ-spouse, Handlers-cleaners, White, Male,55.0, United-States, <=50K.
67,49.19,171.12, Bachelors, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,12.0, United-States, <=50K.
26,53.65,163.78, HS-grad, Never-married, Sales, White, Female,38.0, United-States, <=50K.
35,110.54,183.98, Some-college, Never-married, Adm-clerical, White, Female,40.0, United-States, <=50K.
41,59.54,173.35, Some-college, Widowed, Other-service, White, Female,40.0, United-States, <=50K.
31,50.58,174.51, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40.0, United-States, <=50K.
29,103.83,135.17, Bachelors, Never-married, Machine-op-inspct, White, Male,40.0, United-States, <=50K.
19,94.59,159.76, Some-college, Never-married,, White, Male,15.0, United-States, <=50K.
23,74.47,141.06, Bachelors, Never-married, Tech-support, White, Male,40.0, United-States, <=50K.
31,110.78,188.91, Some-college, Never-married, Exec-managerial, White, Female,50.0, United-States, <=50K.
80,80.21,138.23, 7th-8th, Married-civ-spouse,, White, Male,35.0, United-States, <=50K.
22,95.33,152.03, Bachelors, Never-married, Prof-specialty, White, Female,30.0, United-States, <=50K.
67,111.69,186.63, Bachelors, Married-civ-spouse, Adm-clerical, White, Male,8.0, United-States, <=50K.
46,112.21,133.61, Bachelors, Married-civ-spouse, Adm-clerical, White, Male,40.0, United-States, <=50K.
35,95.37,190.64, Bachelors, Never-married, Tech-support, Black, Male,40.0, United-States, <=50K.
32,105.64,165.77, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, >50K.
44,83.49,186.97, HS-grad, Divorced, Other-service, White, Female,33.0, United-States, <=50K.
24,84.24,155.33, Bachelors, Never-married, Adm-clerical, White, Male,40.0, United-States, <=50K.
46,113.78,151.7, Bachelors, Married-civ-spouse, Prof-specialty, White, Female,40.0, United-States, >50K.
52,93.64,180.76, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,44.0, United-States, >50K.
24,63.42,145.68, HS-grad, Divorced, Handlers-cleaners, White, Male,40.0, United-States, <=50K.
31,50.82,189.83, HS-grad, Never-married, Adm-clerical, White, Female,35.0, United-States, <=50K.
59,69.06,184.3, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40.0, United-States, <=50K.
35,52.61,146.44, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40.0, United-States, <=50K.
33,111.56,137.32, 9th, Married-civ-spouse, Farming-fishing, White, Male,40.0, United-States, <=50K.
34,102.55,173.8, Bachelors, Married-civ-spouse, Sales, White, Male,46.0, United-States, >50K.
76,107.23,152.61, 9th, Married-civ-spouse, Farming-fishing, White, Male,40.0, United-States, <=50K.
41,58.57,189.72, HS-grad, Divorced,, White, Male,40.0, United-States, <=50K.
33,100.77,133.2, Assoc-acdm, Never-married, Tech-support, White, Male,40.0, United-States, <=50K.
47,88.3,162.1, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40.0, United-States, <=50K.
65,115.66,186.78, Some-college, Widowed, Adm-clerical, White, Male,20.0, Poland, <=50K.
65,113.07,141.99, Bachelors, Never-married, Exec-managerial, White, Male,40.0, United-States, <=50K.
45,61.5,178.81, 9th, Divorced, Other-service, Black, Female,40.0, Haiti, <=50K.
22,75.43,164.75, 10th, Never-married, Sales, Black, Female,40.0, United-States, <=50K.
36,110.56,135.77, Some-college, Married-civ-spouse, Sales, White, Male,50.0, United-States, >50K.
